,date,context,title,file,folder,link,notes,datetime,We,I,You,They,He/She,wordcount,I/We,Sum,Covid,referendum_binary,effect_binary
67,08.12.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech68.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133856/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2021-12-08,56.90107966,5.83600817,1.750802451,4.377006128,1.459002043,3427,0.102564103,70.32389845,1,0,1
72,04.12.2021,Opening Ceremony,Speech Delivered at the Opening Ceremony of Completed Projects in Siirt,PresSpeech73.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133782/siirt-e-yapimi-tamamlanan-projelerin-acilis-toreni-nde-yaptiklari-konusma,,2021-12-04,44.77070872,11.96302338,9.425412362,9.425412362,6.344027551,5517,0.267206478,81.92858438,1,0,1
79,26.11.2021,Opening Ceremony,Speech at the Collective Opening Ceremony of Alsancak Stadium and 96 Facilities whose Construction was Completed,PresSpeech80.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133678/alsancak-stadi-ile-yapimi-tamamlanan-96-tesisin-toplu-acilis-toreni-nde-yaptiklari-konusma,,2021-11-26,53.43148896,9.49893137,5.224412254,15.91071005,0.712419853,4211,0.177777778,84.77796248,1,0,1
82,22.11.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech83.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133576/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2021-11-22,61.57057135,4.174276024,1.043569006,4.435168276,0.260892252,3833,0.06779661,71.48447691,1,0,1
85,13.11.2021,Opening Ceremony,Speech at the Çanakkale Collective Opening Ceremony,PresSpeech86.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133505/canakkale-toplu-acilis-toreni-nde-yaptiklari-konusma,,2021-11-13,51.49960537,7.300710339,6.906077348,14.20678769,4.735595896,5068,0.141762452,84.64877664,1,0,1
89,10.11.2021,Ataturk Commemoration,Ghazi Mustafa Kemal Atatürk's Speech at the Commemoration Ceremony Organized to commemorate the 83rd Anniversary of His Death,PresSpeech90.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133430/gazi-mustafa-kemal-ataturk-un-ebediyete-irtihalinin-83-yildonumu-munasebetiyle-duzenlenen-anma-toreni-nde-yaptiklari-konusma,,2021-11-10,36.50934996,8.459483526,6.233303651,7.123775601,19.14514693,2246,0.231707317,77.47105966,0,0,1
90,09.11.2021,Opening Ceremony,Speech at the Opening Ceremony of EMRA Service Building and Completed Power Plants,PresSpeech91.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/132404/epdk-hizmet-binasi-ve-yapimi-tamamlanan-enerji-santrallerinin-acilis-toreni-nde-yaptiklari-konusma,,2021-11-09,60.99815157,7.763401109,2.957486137,7.763401109,1.109057301,2705,0.127272727,80.59149723,1,0,1
91,08.11.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech92.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/132383/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2021-11-08,44.88727858,5.434782609,3.824476651,7.447665056,2.415458937,4968,0.121076233,64.00966184,1,0,1
93,06.11.2021,Opening Ceremony,Ilisu Prof. Dr. Speech at the Opening Ceremony of Veysel Eroğlu Dam and HEPP,PresSpeech94.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/132362/ilisu-prof-dr-veysel-eroglu-baraji-ve-hes-acilis-toreni-nde-yaptiklari-konusma,,2021-11-06,51.057246,7.735946364,3.610108303,6.188757091,0.0,1939,0.151515152,68.59205776,0,0,1
94,05.11.2021,Opening Ceremony,Speech at the Joint Opening Ceremony of the Green Crescent Counseling Centers,PresSpeech95.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/132360/yesilay-danismanlik-merkezleri-ortak-acilis-toreni-nde-yaptiklari-konusma,,2021-11-05,48.52160728,10.61410159,1.516300227,18.95375284,0.758150114,1319,0.21875,80.36391205,0,0,1
95,05.11.2021,Opening Ceremony,Speech Delivered at the Opening Ceremony of Ümraniye National Garden,PresSpeech96.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/132359/umraniye-millet-bahcesi-acilis-toreninde-yaptiklari-konusma,,2021-11-05,58.78674171,6.566604128,5.315822389,7.191994997,0.625390869,3198,0.111702128,78.4865541,1,0,1
97,29.10.2021,Opening Ceremony,Speech Delivered at the Opening Ceremony of Atatürk Cultural Center,PresSpeech98.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/132274/ataturk-kultur-merkezi-acilis-toreni-nde-yaptiklari-konusma,,2021-10-29,51.95989061,11.85050137,2.734731085,3.190519599,4.102096627,2194,0.228070175,73.83773929,0,0,1
98,28.10.2021,Opening Ceremony,Speech at the Opening Ceremony of Ankara AKM National Garden,PresSpeech99.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/132273/ankara-akm-millet-bahcesi-acilis-toreni-nde-yaptiklari-konusma,,2021-10-28,58.25986968,8.049060943,3.066308931,8.049060943,0.0,2609,0.138157895,77.4243005,1,0,1
100,25.10.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech101.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/131120/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2021-10-25,50.16286645,3.691639522,4.560260586,10.64060803,0.651465798,4605,0.073593074,69.70684039,1,0,1
102,23.10.2021,Opening Ceremony,"Speech Delivered at the Collective Opening Ceremony of Eskişehir Nation's Garden, Provincial Public Library and Other Projects",PresSpeech103.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/131097/eskisehir-millet-bahcesi-il-halk-kutuphanesi-ve-diger-projelerin-toplu-acilis-toreni-nde-yaptiklari-konusma,,2021-10-23,55.31609195,5.268199234,6.704980843,10.77586207,1.197318008,4176,0.095238095,79.26245211,1,0,1
103,23.10.2021,Opening Ceremony,Speech at the Opening Ceremony of Haier White Goods Factory and 52 New Factories in Eskişehir OSB,PresSpeech104.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/131096/haier-beyaz-esya-fabrikasi-ve-eskisehir-osb-de-52-yeni-fabrikanin-acilis-toreni-nde-yaptiklari-konusma,,2021-10-23,55.04115226,9.773662551,2.057613169,2.572016461,0.0,1944,0.177570093,69.44444444,1,0,1
114,11.10.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech115.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130887/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2021-10-11,54.52380952,4.761904762,0.714285714,4.761904762,0.476190476,4200,0.087336245,65.23809524,1,0,1
115,11.10.2021,Opening Ceremony,Speech at the Opening Ceremony of 1000 Schools Project in Vocational Education and 50 R&D Centers,PresSpeech116.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130886/mesleki-egitimde-1000-okul-projesi-ve-50-ar-ge-merkezi-nin-acilis-toreni-nde-yaptiklari-konusma,,2021-10-11,58.45881311,9.300265722,4.428697963,11.5146147,0.442869796,2258,0.159090909,84.14526129,1,0,1
117,09.10.2021,Opening Ceremony,Speech at the Opening Ceremony of the 5th International Adana Flavor Festival,PresSpeech118.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130860/5-uluslararasi-adana-lezzet-festivali-acilis-toreni-nde-yaptiklari-konusma,,2021-10-09,46.49122807,12.28070175,2.631578947,3.50877193,2.631578947,1140,0.264150943,67.54385965,0,0,1
118,09.10.2021,Opening Ceremony,Speech at the Ceyhan Polypropylene Production Facility Groundbreaking and the Opening Ceremony of the Completed Projects in Adana,PresSpeech119.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130859/ceyhan-polipropilen-uretim-tesisi-temel-atma-ve-adana-da-yapimi-tamamlanan-projelerin-toplu-acilis-toreni-nde-yaptiklari-konusma,,2021-10-09,57.81142464,7.914659326,6.194081211,6.882312457,2.752924983,2906,0.136904762,81.55540262,1,0,1
119,09.10.2021,Opening Ceremony,Speech Delivered at the Opening Ceremony of the Completed Facilities at Çukurova University,PresSpeech120.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130879/cukurova-universitesi-nde-yapimi-tamamlanan-tesislerin-acilis-toreni-nde-yaptiklari-konusma,,2021-10-09,46.97072839,12.25323349,2.042205582,3.40367597,0.0,1469,0.260869565,64.66984343,1,0,1
121,05.10.2021,Opening Ceremony,Speech at the 2021-2022 Higher Education Academic Year Opening Ceremony,PresSpeech122.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130788/2021-2022-yuksekogretim-akademik-yil-acilis-toreni-nde-yaptiklari-konusma,,2021-10-05,46.51869869,5.776831864,3.040437823,7.297050775,0.912131347,3289,0.124183007,63.5451505,1,0,1
122,01.10.2021,Grand National Assembly Opening,Opening Speeches of the 27th Term 5th Legislative Year of the Grand National Assembly of Turkey,PresSpeech123.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130791/tbmm-27-donem-5-yasama-yili-acilis-konusmalari,,2021-10-01,54.22280644,5.750903713,1.150180743,4.272099901,0.328623069,6086,0.106060606,65.72461387,1,0,1
124,27.09.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech125.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130721/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2021-09-27,54.4593528,8.155748487,2.104709287,6.840305183,0.263088661,3801,0.149758454,71.82320442,1,0,1
134,17.09.2021,Opening Ceremony,Speech Delivered at the Mersin Mass Opening Ceremony,PresSpeech135.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130612/mersin-toplu-acilis-toreni-nde-yaptiklari-konusma,,2021-09-17,51.78402273,7.262393432,4.736343543,9.788443322,0.947268709,3167,0.140243902,74.51847174,1,0,1
139,13.09.2021,Opening Ceremony,Speech at Şişecam Polatlı Factory New Production Line Opening Ceremony,PresSpeech140.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130482/sisecam-polatli-fabrikasi-yeni-uretim-hatti-acilis-toreni-nde-yaptiklari-konusma,,2021-09-13,46.00389864,9.356725146,1.949317739,1.949317739,0.0,2565,0.203389831,59.25925926,1,0,1
144,06.09.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech145.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130387/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2021-09-06,55.27442585,7.201245621,0.58388478,4.865706501,0.0,5138,0.13028169,67.92526275,1,0,1
145,04.09.2021,Opening Ceremony,Speech at the Salarha Tunnel Opening Ceremony,PresSpeech146.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130394/salarha-tuneli-acilis-toreni-nde-yaptiklari-konusma,,2021-09-04,56.52173913,8.695652174,3.678929766,2.341137124,2.006688963,2990,0.153846154,73.24414716,1,0,1
146,04.09.2021,Opening Ceremony,Speech at the Opening Ceremony of Recep Tayyip Erdogan University Faculty of Dentistry,PresSpeech147.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130389/recep-tayyip-erdogan-universitesi-dis-hekimligi-fakultesi-acilis-toreni-nde-yaptiklari-konusma,,2021-09-04,54.02298851,18.3908046,5.747126437,1.149425287,1.149425287,870,0.340425532,80.45977011,0,0,1
148,03.09.2021,Opening Ceremony,Speech at the Iyidere-Ikizdere Road and Tunnels Opening Ceremony,PresSpeech149.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130409/iyidere-ikizdere-yolu-ve-tunelleri-acilis-toreni-nde-yaptiklari-konusma,,2021-09-03,46.47819837,14.85385721,3.833253474,8.145663632,1.437470053,2087,0.319587629,74.74844274,1,0,1
149,01.09.2021,Opening Ceremony,Speech at the Supreme Court of Appeals New Service Building and the 2021-2022 Judicial Year Opening Ceremony,PresSpeech150.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130414/yargitay-yeni-hizmet-binasi-ve-2021-2022-adli-yil-acilis-toreni-nde-yaptiklari-konusma,,2021-09-01,42.61986838,8.147916014,1.253525541,5.640864933,0.940144155,3191,0.191176471,58.60231902,0,0,1
151,01.09.2021,Opening Ceremony,Speech at the Opening Ceremony of the New Market Consulate General,PresSpeech152.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130430/yeni-pazar-baskonsoloslugu-acilis-toreni-nde-yaptiklari-konusma,,2021-09-01,61.72839506,20.57613169,16.46090535,2.057613169,4.115226337,486,0.333333333,104.9382716,0,0,1
157,26.08.2021,Manzikert Victory,Speech at the 950th Anniversary of the Manzikert Victory,PresSpeech158.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130179/malazgirt-zaferi-nin-950-yil-donumu-programi-nda-yaptiklari-konusma,,2021-08-26,49.54545455,9.545454545,2.727272727,2.727272727,5.454545455,2200,0.19266055,70.0,0,0,1
162,19.08.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech163.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130072/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2021-08-19,52.07574654,4.369992717,0.54624909,7.283321194,0.0,5492,0.083916084,64.27530954,1,0,1
163,17.08.2021,Opening Ceremony,Speech at the Opening Ceremony of IDEF'21 15th International Defense Industry Fair,PresSpeech164.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/130042/idef-21-15-uluslararasi-savunma-sanayi-fuari-acilis-toreni-nde-yaptiklari-konusma,,2021-08-17,49.93514916,7.782101167,3.891050584,2.594033722,0.0,1542,0.155844156,64.20233463,0,0,1
164,16.08.2021,Opening Ceremony,Speech at the Opening Ceremony of ASO 2. OIZ 26 New Factories and Infrastructures,PresSpeech165.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/129024/aso-2-osb-26-yeni-fabrika-ve-altyapilarin-acilis-toreni-nde-yaptiklari-konusma,,2021-08-16,49.80842912,11.91996594,2.979991486,2.979991486,0.425713069,2349,0.239316239,68.1140911,1,0,1
172,17.07.2021,Opening Ceremony,Speech Delivered at the Erzurum Collective Opening Ceremony,PresSpeech173.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128751/erzurum-toplu-acilis-toreni-nde-yaptiklari-konusma,,2021-07-17,62.68986468,12.42750621,4.694835681,5.523336095,3.037834852,3621,0.198237885,88.37337752,1,0,1
174,15.07.2021,National Address,Address to the Nation,PresSpeech175.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128736/millete-seslenis-konusmasi-,,2021-07-15,66.66666667,10.6918239,3.773584906,18.86792453,0.628930818,1590,0.160377358,100.6289308,0,0,1
175,15.07.2021,Opening Ceremony,Speech at the 15 July Democracy and National Unity Day Commemoration Program and the Opening Ceremony of the Democracy Museum,PresSpeech176.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128735/15-temmuz-demokrasi-ve-milli-birlik-gunu-anma-programi-ile-demokrasi-muzesi-acilis-toreni-nde-yaptiklari-konusma,,2021-07-15,43.79251701,15.30612245,5.952380952,12.32993197,3.826530612,2352,0.349514563,81.20748299,1,0,1
177,14.07.2021,Opening Ceremony,Speech at the Opening Ceremony of Bartın-Kurucaşile Road,PresSpeech178.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128706/bartin-kurucasile-yolu-acilis-toreni-nde-yaptigi-konusma-,,2021-07-14,60.37735849,12.0754717,2.264150943,4.528301887,0.0,1325,0.2,79.24528302,0,0,1
179,12.07.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech180.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128678/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2021-07-12,56.89515037,6.231373611,1.354646437,8.127878624,0.0,3691,0.10952381,72.60904904,1,0,1
180,09.07.2021,Opening Ceremony,Speech Delivered at the Diyarbakır Collective Opening Ceremony,PresSpeech181.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128650/diyarbakir-toplu-acilis-toreni-nde-yaptiklari-konusma,,2021-07-09,33.84486021,9.03931049,11.14147572,22.91360101,2.943031322,4757,0.267080745,79.88227875,1,0,1
181,08.07.2021,Opening Ceremony,Speech at the Opening Ceremony of A400M FASBAT Aircraft Maintenance Facilities,PresSpeech182.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128626/a400m-fasbat-ucak-bakim-tesisleri-acilis-toreni-nde-yaptiklari-konusma,,2021-07-08,59.76806423,8.028545941,1.78412132,2.67618198,0.0,1121,0.134328358,72.25691347,0,0,1
183,05.07.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech184.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128603/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2021-07-05,52.46166263,2.219531881,1.412429379,3.631961259,0.807102502,4956,0.042307692,60.53268765,1,0,1
184,05.07.2021,Opening Ceremony,The Power of Water Meets the Nation Speech at the Mass Opening Ceremony,PresSpeech185.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128598/suyun-gucu-milletle-bulusuyor-toplu-acilis-toreni-nde-yaptiklari-konusma,,2021-07-05,40.47976012,10.99450275,1.9990005,1.499250375,0.0,2001,0.271604938,54.97251374,1,0,1
185,02.07.2021,Opening Ceremony,Speech at the Sakarya Collective Opening Ceremony,PresSpeech186.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128587/sakarya-toplu-acilis-toreni-nde-yaptiklari-konusma,,2021-07-02,59.01639344,10.92896175,5.828779599,8.743169399,1.4571949,2745,0.185185185,85.97449909,1,0,1
190,25.06.2021,Public Address,Public Addresses in Hatay,PresSpeech191.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128517/hatay-da-halka-hitaplari,,2021-06-25,43.53932584,36.51685393,25.28089888,2.808988764,0.0,712,0.838709677,108.1460674,0,0,1
191,25.06.2021,Opening Ceremony,Their Speeches at the Hatay Stadium and Collective Opening Ceremony,PresSpeech192.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128531/hatay-stadi-ve-toplu-acilis-toreni-nde-yaptiklari-konusma,,2021-06-25,57.75895264,10.39661147,2.69541779,4.620716211,1.925298421,2597,0.18,77.39699653,1,0,1
194,21.06.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech195.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128437/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2021-06-21,53.7503054,5.86366968,0.48863914,2.19887613,0.97727828,4093,0.109090909,63.27876863,1,0,1
