date,context,title,file,folder,link,notes,datetime,We,I,You,They,He/She,wordcount,I/We,Sum,Covid
12.02.2022,,Speech at the Turkish Economy Model New Steps and Inflation Measures Promotion Meeting,PresSpeech22.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/135639/turkiye-ekonomi-modeli-yeni-adimlar-ve-enflasyon-tedbirleri-tanitim-toplantisi-nda-yaptiklari-konusma,,2/12/2022 0:00,57.67790262,11.98501873,3.745318352,2.247191011,0,1335,0.207792208,75.65543071,1
05.02.2022,,Zonguldak-Kilimli Road Prof. Dr. Speech of Şaban Teoman Duralı Tunnels and Other Completed Projects at the Collective Opening Ceremony,PresSpeech23.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/135620/zonguldak-kilimli-yolu-prof-dr-saban-teoman-durali-tunelleri-ile-yapimi-tamamlanan-diger-projelerin-toplu-acilis-toreni-nde-yaptiklari-konusma,,2/5/2022 0:00,52.76705277,6.435006435,3.861003861,3.861003861,0,1554,0.12195122,66.92406692,1
02.02.2022,,Speech at the General Assembly of the Confederation of Young Businessmen of Turkey,PresSpeech24.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/135590/turkiye-genc-is-adamlari-konfederasyonu-genel-kurulu-nda-yaptiklari-konusma,,2/2/2022 0:00,53.08514305,8.617718028,9.996552913,6.20475698,0.689417442,2901,0.162337662,78.59358842,1
31.01.2022,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech25.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/135556/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,1/31/2022 0:00,64.16530723,5.709624796,0.54377379,5.981511691,1.903208265,3678,0.088983051,78.30342577,1
31.01.2022,,Speech Given in the Teacher Appointments Program,PresSpeech26.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/135555/ogretmen-atamalari-programi-nda-yaptiklari-konusma,,1/31/2022 0:00,56.4,9.6,20,13.6,2.8,2500,0.170212766,102.4,1
30.01.2022,Public Address,Public Addresses in Trabzon Akcaabat,PresSpeech27.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/135532/trabzon-akcaabat-ta-halka-hitaplari,,1/30/2022 0:00,67.46031746,21.82539683,23.80952381,6.944444444,0.992063492,1008,0.323529412,121.031746,0
30.01.2022,,Trabzon Conversation Program with Young People,PresSpeech28.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/135571/trabzon-genclerle-soylesi-programi,,1/30/2022 0:00,40.06996343,18.60391159,23.21513754,10.81252981,6.360311655,6289,0.464285714,99.06185403,0
30.01.2022,,Speech Delivered at the Trabzon Collective Opening Ceremony,PresSpeech29.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/135527/trabzon-toplu-acilis-toreni-nde-yaptiklari-konusma,,1/30/2022 0:00,37.78184034,9.445460085,9.140767824,21.63315052,9.750152346,3282,0.25,87.75137112,0
29.01.2022,,Speech Delivered at the Collective Opening Ceremony of the Completed Projects in Giresun,PresSpeech30.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/135526/giresun-da-yapimi-tamamlanan-projelerin-toplu-acilis-toreni-nde-yaptiklari-konusma,,1/29/2022 0:00,58.53935777,13.92441034,13.35606706,14.20858198,0.852514919,3519,0.237864078,100.8809321,0
29.01.2022,,"Speech at the Opening Ceremony of Dereli-Doğankent Disaster Housing, Workplaces and Infrastructure Investments",PresSpeech31.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/135523/dereli-dogankent-afet-konutlari-isyerleri-ve-altyapi-yatirimlari-acilis-toreni-nde-yaptiklari-konusma,,1/29/2022 0:00,55.8419244,22.33676976,12.02749141,6.872852234,6.013745704,1164,0.4,103.0927835,0
27.01.2022,,Speech at the Yunus Emre Year Correct Use of Turkish in Audio-Visual Media Award Ceremony,PresSpeech32.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/135484/yunus-emre-yili-gorsel-ve-isitsel-medyada-dogru-turkce-kullanimi-odul-toreni-nde-yaptiklari-konusma,,1/27/2022 0:00,36.04014599,10.03649635,4.105839416,3.649635036,8.211678832,2192,0.278481013,62.04379562,1
21.01.2022,,The Speech of MÜSİAD President Mahmut Asmalı and the Members of the Board of Directors at the Reception,PresSpeech33.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/135445/musiad-baskani-sayin-mahmut-asmali-ve-yonetim-kurulu-uyeleri-ni-kabulunde-yaptiklari-konusma,,1/21/2022 0:00,54.6875,16.92708333,11.71875,2.604166667,0,768,0.30952381,85.9375,1
19.01.2022,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech34.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/135419/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,1/19/2022 0:00,56.51612903,4.903225806,1.290322581,4.64516129,0.516129032,3875,0.086757991,67.87096774,1
19.01.2022,Mukhtars Meeting,Speech at the Mukhtars Meeting,PresSpeech35.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/135418/muhtarlar-toplantisi-nda-yaptiklari-konusma,,1/19/2022 0:00,56.92055692,9.623259623,15.15151515,11.26126126,3.071253071,4884,0.169064748,96.02784603,1
17.01.2022,International,Speech at the Opening Ceremony of Ethem Bey Mosque,PresSpeech36.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134396/ethem-bey-camii-acilis-toreni-nde-yaptiklari-konusma,,1/17/2022 0:00,31.43712575,41.91616766,11.9760479,2.994011976,0,668,1.333333333,88.32335329,0
17.01.2022,International,Speech in the Albanian Parliament,PresSpeech37.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134392/arnavutluk-meclisi-nde-yaptiklari-konusma,,1/17/2022 0:00,50.96011817,14.77104874,9.601181684,5.169867061,0.738552437,1354,0.289855072,81.24076809,1
17.01.2022,International,"Their Speech at the Delivery Ceremony of My Houses Built for Earthquake Victims in Laç, Albania",PresSpeech38.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134390/arnavutluk-un-lac-sehrinde-depremzedeler-icin-insa-edilen-konutlarim-teslim-toreni-nde-yaptiklari-konusma,,1/17/2022 0:00,48.90219561,19.96007984,17.96407186,11.9760479,0,1002,0.408163265,98.80239521,1
15.01.2022,,Speech at the Aydın Collective Opening Ceremony,PresSpeech39.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134352/aydin-toplu-acilis-toreni-nde-yaptiklari-konusma,,1/15/2022 0:00,50.96359743,7.708779443,8.779443255,9.207708779,4.710920771,4670,0.151260504,81.37044968,1
15.01.2022,,Speech at the Opening Ceremony of Batı KİPAŞ Paper Factory,PresSpeech40.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134351/bati-kipas-k-git-fabrikasi-acilis-toreni-nde-yaptiklari-konusma,,1/15/2022 0:00,31.90767142,14.93550577,2.036659878,4.752206382,0,1473,0.468085106,53.63204345,1
15.01.2022,,Their Speech at the Coups and Democracy Talk,PresSpeech41.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134389/darbeler-ve-demokrasi-soylesinde-yaptiklari-konusma,,1/15/2022 0:00,29.56167176,23.44546381,3.058103976,5.096839959,7.135575943,981,0.793103448,68.29765545,0
14.01.2022,,Speech by Test and Training Ship TCG Ufuk at the Commissioning Ceremony,PresSpeech42.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134345/test-ve-egitim-gemisi-tcg-ufuk-un-hizmete-giris-toreni-nde-yaptiklari-konusma,,1/14/2022 0:00,69.94219653,6.358381503,2.89017341,1.156069364,0,1730,0.090909091,80.34682081,0
13.01.2022,International,Speech of the EU Member States at the Meeting Held with the Ambassadors of Ankara,PresSpeech43.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134344/ab-uyesi-ulkelerin-ankara-buyukelcileri-ile-gerceklestirilen-toplantida-yaptiklari-konusma,,1/13/2022 0:00,30.46594982,8.960573477,2.867383513,2.867383513,1.075268817,2790,0.294117647,46.23655914,1
11.01.2022,,Representatives of Living Human Treasures and Heritage Transmitted to the Future Speech at the Award Ceremony,PresSpeech44.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134292/yasayan-insan-hazineleri-gelecege-aktarilan-mirasin-temsilcileri-odul-toreni-nde-yaptiklari-konusma,,1/11/2022 0:00,48.8556338,4.841549296,1.76056338,6.602112676,0.88028169,2272,0.099099099,62.94014085,0
10.01.2022,,Speech at the Opening Program of Organized Industrial Zones Vocational Training Centers,PresSpeech45.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134266/organize-sanayi-bolgeleri-mesleki-egitim-merkezleri-acilis-programi-nda-yaptiklari-konusma,,1/10/2022 0:00,53.77763114,6.268558232,1.979544705,7.588254701,0.329924117,3031,0.116564417,69.9439129,1
08.01.2022,,Speech Delivered at the Karaman Collective Opening Ceremony,PresSpeech46.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134253/karaman-toplu-acilis-toreni-nde-yaptiklari-konusma,,1/8/2022 0:00,61.58759124,7.983576642,7.983576642,9.352189781,0.912408759,4384,0.12962963,87.81934307,1
08.01.2022,Public Address,Public Addresses in Konya,PresSpeech47.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134251/konya-da-halka-hitaplari,,1/8/2022 0:00,49.67197751,16.86972821,14.05810684,6.560449859,4.686035614,1067,0.339622642,91.84629803,1
07.01.2022,,Speech at the 2nd Yeditepe Biennial,PresSpeech48.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134250/2-yeditepe-bienali-nde-yaptiklari-konusma,,1/7/2022 0:00,50.27376804,9.457441513,3.982080637,4.977600796,8.461921354,2009,0.188118812,77.15281234,0
06.01.2022,,Speech at the National Technologies and New Investments Collective Opening and Promotion Ceremony,PresSpeech49.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134224/milli-teknolojiler-ve-yeni-yatirimlar-toplu-acilis-ve-tanitim-toreni-nde-yaptiklari-konusma,,1/6/2022 0:00,54.15405314,7.399932728,2.690884628,4.372687521,2.018163471,2973,0.136645963,70.63572149,0
03.01.2022,Nation?,Speech at the Program for the Announcement of Foreign Trade Figures for 2021,PresSpeech50.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134192/2021-yili-dis-ticaret-rakamlarinin-aciklanmasi-programi-nda-yaptiklari-konusma,,1/3/2022 0:00,45.59178744,11.47342995,6.642512077,4.22705314,1.509661836,3312,0.251655629,69.44444444,1
03.01.2022,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech51.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134202/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,1/3/2022 0:00,58.24175824,4.395604396,2.417582418,3.956043956,0,4550,0.075471698,69.01098901,1
31.12.2021,,Speech Delivered at the Commemoration of Hasan Karakaya on the 6th Anniversary of His Death,PresSpeech52.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134181/vefatinin-6-yil-donumunde-hasan-karakaya-yi-anma-programi-nda-yaptiklari-konusma,,12/31/2021 0:00,26.2295082,20.6557377,4.918032787,7.213114754,26.55737705,3050,0.7875,85.57377049,0
31.12.2021,,Speech at the ASKON General Assembly,PresSpeech53.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134180/askon-genel-kurulu-nda-yaptiklari-konusma,,12/31/2021 0:00,45.04504505,9.572072072,15.76576577,9.009009009,7.038288288,3552,0.2125,86.43018018,1
29.12.2021,,Speech at the Pirinkayalar Tunnel Opening Ceremony,PresSpeech54.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134157/pirinkayalar-tuneli-acilis-toreni-nde-yaptiklari-konusma,,12/29/2021 0:00,61.40350877,7.797270955,0.974658869,0.974658869,0,1026,0.126984127,71.15009747,1
28.12.2021,,Speech at the TÜBİTAK and TÜBA Science Awards Ceremony,PresSpeech55.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134147/tubitak-ve-tuba-bilim-odulleri-toreni-nde-yaptiklari-konusma-,,12/28/2021 0:00,50.94339623,7.924528302,1.132075472,4.150943396,2.264150943,2650,0.155555556,66.41509434,1
25.12.2021,,Speech with Workers in Gaziantep at the Meal Program,PresSpeech56.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134127/gaziantep-te-iscilerle-yemek-programi-nda-yaptiklari-konusma,,12/25/2021 0:00,43.60056259,23.20675105,10.54852321,11.95499297,4.219409283,1422,0.532258065,93.5302391,0
25.12.2021,,Speech Delivered at the Gaziantep Collective Opening Ceremony,PresSpeech57.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134132/gaziantep-toplu-acilis-toreni-nde-yaptiklari-konusma,,12/25/2021 0:00,42.01500536,7.073954984,12.43301179,11.36120043,3.001071811,4665,0.168367347,75.88424437,1
24.12.2021,,Speech to Economists,PresSpeech58.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134102/ekonomistlere-hitaben-yaptiklari-konusma,,12/24/2021 0:00,48.74041621,10.95290252,9.857612267,8.214676889,1.095290252,1826,0.224719101,78.86089814,1
21.12.2021,,Speech at the Presidential Culture and Art Grand Awards Ceremony,PresSpeech59.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134062/cumhurbaskanligi-kultur-ve-sanat-buyuk-odulleri-toreni-nde-yaptiklari-konusma,,12/21/2021 0:00,44.39252336,10.12461059,3.504672897,6.619937695,16.35514019,2568,0.228070175,80.99688474,0
20.12.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech60.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134056/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,12/20/2021 0:00,51.22920654,5.593993817,5.005152363,9.274252907,0.441631091,6793,0.109195402,71.54423671,1
19.12.2021,,Speech Delivered at the 2021 Dissemination of Knowledge Awards Ceremony,PresSpeech61.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134034/2021-ilim-yayma-odulleri-toreni-nde-yaptiklari-konusma,,12/19/2021 0:00,47.96724188,12.86926002,5.26469728,7.019596373,1.169932729,3419,0.268292683,74.29072828,1
18.12.2021,International,Speech at the Joint Press Conference of the Turkey-Africa Partnership Summit,PresSpeech62.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134035/turkiye-afrika-ortaklik-zirvesi-ortak-basin-toplantisinda-yaptiklari-konusma,,12/18/2021 0:00,48.70466321,26.94300518,4.14507772,3.10880829,0,965,0.553191489,82.9015544,1
18.12.2021,,III. Speech at the Opening Session of the Turkey-Africa Partnership Summit,PresSpeech63.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/134033/iii-turkiye-afrika-ortaklik-zirvesi-acilis-oturumu-nda-yaptiklari-konusma,,12/18/2021 0:00,56.31067961,17.86407767,3.106796117,6.601941748,0.388349515,2575,0.317241379,84.27184466,1
16.12.2021,,Their Speech at the Conversation Program with African Youth,PresSpeech64.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133980/afrikali-genclerle-soylesi-programi-nda-yaptiklari-konusma-,,12/16/2021 0:00,30.89830162,32.33067321,26.39656231,9.105790874,2.864743196,9774,1.046357616,101.5960712,1
16.12.2021,,Speech at the Press Conference,PresSpeech65.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133963/basin-toplantisinda-yaptiklari-konusma-,,12/16/2021 0:00,47.61904762,11.29943503,4.03551251,5.649717514,0,1239,0.237288136,68.60371267,1
10.12.2021,,Speech at the Opening Session of the 16th Conference of the Parliamentary Union of the Organization of Islamic Cooperation,PresSpeech66.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133866/islam-isbirligi-teskilati-parlamento-birligi-16-konferansi-acilis-oturumu-nda-yaptiklari-konusma,,12/10/2021 0:00,45.67203132,12.61418008,4.784688995,6.959547629,0.869943454,2299,0.276190476,70.90039147,1
08.12.2021,,Speech Delivered at the 40th Provincial Mufti Consultation Meeting,PresSpeech67.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133835/-40-il-muftuleri-istisare-toplantisi-nda-yaptiklari-konusma,,12/8/2021 0:00,50.09392611,15.02817783,7.514088917,8.76643707,0,1597,0.3,81.40262993,1
08.12.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech68.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133856/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,12/8/2021 0:00,56.90107966,5.83600817,1.750802451,4.377006128,1.459002043,3427,0.102564103,70.32389845,1
07.12.2021,,Speech at the Qatar-Turkish Joint Joint Force Command,PresSpeech69.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133812/katar-turk-birlesik-musterek-kuvvet-komutanligi-nda-yaptiklari-konusma,,12/7/2021 0:00,54.44646098,24.50090744,31.76043557,2.722323049,0.907441016,1102,0.45,114.3375681,0
05.12.2021,,Speeches Delivered at the Siirt Democracy Speeches Program,PresSpeech70.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133795/siirt-demokrasi-konusmalari-programi-nda-yaptiklari-konusma,,12/5/2021 0:00,52.60443528,16.50335224,10.31459515,19.08200103,10.31459515,1939,0.31372549,108.8189789,0
05.12.2021,,Their Speech at the Appointment of Disabled Teachers and the Unhindered Vision 2030 Promotion Meeting,PresSpeech71.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133773/engelli-ogretmen-atamasi-ve-engelsiz-vizyon-2030-tanitim-toplantisi-nda-yaptiklari-konusma,,12/5/2021 0:00,62.5698324,15.6424581,2.60707635,8.938547486,1.862197393,2685,0.25,91.62011173,1
04.12.2021,,"Speech at the Opening of Linear Metal Zinc Production Facility and Groundbreaking Ceremony of Lead, Silver and Sulfuric Acid Factories",PresSpeech72.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133784/lineer-metal-cinko-uretim-tesisi-acilisi-ve-kursun-gumus-ve-sulfurik-asit-fabrikalarinin-temel-atma-toreni-nde-yaptiklari-konusma,,12/4/2021 0:00,37.6984127,29.76190476,7.936507937,3.968253968,3.968253968,504,0.789473684,83.33333333,0
04.12.2021,,Speech Delivered at the Opening Ceremony of Completed Projects in Siirt,PresSpeech73.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133782/siirt-e-yapimi-tamamlanan-projelerin-acilis-toreni-nde-yaptiklari-konusma,,12/4/2021 0:00,44.77070872,11.96302338,9.425412362,9.425412362,6.344027551,5517,0.267206478,81.92858438,1
04.12.2021,,Speech at the Siirt Opinion Leaders Meeting,PresSpeech74.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133790/siirt-kanat-onderleri-bulasmasi-nda-yaptiklari-konusma,,12/4/2021 0:00,62.90261463,14.39939371,6.820765441,2.652519894,1.515725654,2639,0.228915663,88.29101933,0
03.12.2021,,Speech at the Award Ceremony of the 100 Charitable Education Support Campaign on the 100th Anniversary of Gaziantep's Liberation,PresSpeech75.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133781/gaziantep-in-kurtulusunun-100-yilinda-100-hayirsever-egitime-destek-kampanyasi-odul-toreni-nde-yaptiklari-konusma,,12/3/2021 0:00,38.07106599,15.2284264,7.191201354,6.345177665,1.692047377,2364,0.4,68.52791878,1
01.12.2021,,Speech at the 20th National Education Council,PresSpeech76.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133736/20-milli-egitim-s-rasi-nda-yaptiklari-konusma,,12/1/2021 0:00,54.85362096,10.47765794,2.773497689,8.628659476,2.157164869,3245,0.191011236,78.89060092,1
28.11.2021,,Speech Delivered at the Izmir Meeting We Overcame the Obstacles Together,PresSpeech77.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/133684/engelleri-birlikte-astik-izmir-bulusmasi-nda-yaptiklari-konusma,,11/28/2021 0:00,62.13017751,22.68244576,5.917159763,7.889546351,0,1014,0.365079365,98.61932939,0
