video_filename,url,title,length_seconds,publish_date,description,keywords,date,date_src,transcription_filename,folder
video_17.mp4,https://www.youtube.com/watch?v=4QHPNJaPFN4,"Cumhurbaşkanımız Erdoğan, Uşak  Mitingi'nde konuştu",1928,2019-03-27,,[],27.03.2019,live_stream,,Videos1
video_18.mp4,https://www.youtube.com/watch?v=f0LN0qC4Gxs,"Cumhurbaşkanımız Erdoğan, Bolu Mitingi'nde konuştu",2548,2019-03-27,,[],15.03.2015,tccb_videos,,Videos1
video_19.mp4,https://www.youtube.com/watch?v=IVznPOMmWzk,"Cumhurbaşkanımız Erdoğan, Düzce Mitingi'nde konuştu",2193,2019-03-27,,[],27.03.2019,live_stream,,Videos1
video_20.mp4,https://www.youtube.com/watch?v=il6Qt4RT7WA,Cumhurbaşkanımız Erdoğan Adıyaman Mitingi'nde konuştu,3615,2019-03-26,,[],26.03.2019,live_stream,,Videos1
video_21.mp4,https://www.youtube.com/watch?v=sAHQ9sW59vc,Cumhurbaşkanımız Erdoğan Van Mitingi'nde konuştu,2124,2019-03-26,,[],26.03.2019,live_stream,,Videos1
video_22.mp4,https://www.youtube.com/watch?v=B8BkreqPg50,Cumhurbaşkanımız Erdoğan Muş Mitingi'nde konuştu,2634,2019-03-25,,[],29.05.2022,tccb_videos,,Videos1
video_23.mp4,https://www.youtube.com/watch?v=KU0pAoyn55g,Cumhurbaşkanımız Erdoğan Ağrı Mitingi'nde konuştu,2117,2019-03-25,,[],25.03.2019,live_stream,,Videos1
video_26.mp4,https://www.youtube.com/watch?v=0rsyO-FAeq8,"Cumhurbaşkanımız Erdoğan, Amasya Mitingi'nde konuştu",1752,2019-03-22,,[],22.03.2019,live_stream,,Videos1
video_27.mp4,https://www.youtube.com/watch?v=3CEyF2G9_6A,"Cumhurbaşkanımız Erdoğan, Kütahya  Mitingi'nde konuşuyor...",2802,2019-03-21,,[],21.03.2019,live_stream,,Videos1
video_28.mp4,https://www.youtube.com/watch?v=SKCXoM4mOMY,"Cumhurbaşkanımız Erdoğan, Üsküdar Mitingi'nde konuştu",1503,2019-03-19,,[],19.03.2019,live_stream,,Videos1
video_29.mp4,https://www.youtube.com/watch?v=S9BDqa8tKc8,"Cumhurbaşkanımız Erdoğan, Sakarya Mitingi'nde konuştu",2192,2019-03-19,,[],19.03.2019,live_stream,,Videos1
video_30.mp4,https://www.youtube.com/watch?v=x92iC2LzV1M,"Cumhurbaşkanımız Erdoğan, Ereğli Mitingi'nde konuştu",1812,2019-03-19,,[],19.03.2019,live_stream,,Videos1
video_31.mp4,https://www.youtube.com/watch?v=iDt6o8YRsE0,"Cumhurbaşkanımız Erdoğan, Zeytinburnu Mitingi'nde konuştu",1994,2019-03-16,,[],16.03.2019,live_stream,,Videos1
video_32.mp4,https://www.youtube.com/watch?v=725XKRnKFAc,"Cumhurbaşkanımız Erdoğan, Tekirdağ  Mitingi'nde konuştu",2919,2019-03-16,,[],16.03.2019,live_stream,,Videos1
video_33.mp4,https://www.youtube.com/watch?v=j63buVFTGbU,"Cumhurbaşkanımız Erdoğan, Gaziantep Mitingi'nde konuştu",3606,2019-03-15,,[],15.03.2019,live_stream,,Videos1
video_34.mp4,https://www.youtube.com/watch?v=juCTQZKUMeI,"Cumhurbaşkanımız Erdoğan, Yenimahalle Mitingi'nde konuştu",2614,2019-03-14,,[],14.03.2019,live_stream,,Videos1
video_35.mp4,https://www.youtube.com/watch?v=b_a1lM-OAsM,"Cumhurbaşkanımız Erdoğan, Büyükçekmece Mitingi'nde konuştu",935,2019-03-12,,[],12.03.2019,live_stream,,Videos1
video_36.mp4,https://www.youtube.com/watch?v=8KDsDZH6Pak,"Cumhurbaşkanımız Erdoğan, Beylikdüzü Mitingi'nde konuştu",1213,2019-03-12,,[],12.03.2019,live_stream,,Videos1
video_37.mp4,https://www.youtube.com/watch?v=wXCjTKTnQ_8,"Cumhurbaşkanımız Erdoğan, Avcılar Mitingi'nde konuştu",624,2019-03-12,,[],12.03.2019,live_stream,,Videos1
video_38.mp4,https://www.youtube.com/watch?v=3dZS2NhDKcQ,"Cumhurbaşkanımız Erdoğan, Küçükçekmece Mitingi'nde konuştu",818,2019-03-12,,[],12.03.2019,live_stream,,Videos1
video_39.mp4,https://www.youtube.com/watch?v=Zmijx25_Hag,"Cumhurbaşkanımız Erdoğan, Hakkari  Mitingi'nde konuştu",2852,2019-03-11,,[],11.03.2019,live_stream,,Videos1
video_40.mp4,https://www.youtube.com/watch?v=UgfVdUPVbOc,"Cumhurbaşkanımız Erdoğan, Şırnak Mitingi'nde konuştu",1567,2019-03-11,,[],11.03.2019,live_stream,,Videos1
video_41.mp4,https://www.youtube.com/watch?v=pwT8RE-zLl4,"Cumhurbaşkanımız Erdoğan, İskenderun  Mitingi'nde konuştu",2389,2019-03-10,,[],10.03.2019,live_stream,,Videos1
video_42.mp4,https://www.youtube.com/watch?v=IKEolotLE_E,"Cumhurbaşkanımız Erdoğan, Mersin Mitingi'nde konuştu",3426,2019-03-10,,[],10.03.2019,live_stream,,Videos1
video_43.mp4,https://www.youtube.com/watch?v=OK7UkC5iKrw,"Cumhurbaşkanımız Erdoğan, Adana Mitingi'nde konuştu",2485,2019-03-10,,[],10.03.2019,live_stream,,Videos1
video_44.mp4,https://www.youtube.com/watch?v=yhmLZ3pm97c,"Cumhurbaşkanımız Erdoğan, Diyarbakır  Mitingi'nde konuştu",2910,2019-03-09,,[],09.03.2019,live_stream,,Videos1
video_45.mp4,https://www.youtube.com/watch?v=gmaRTTn7URg,"Cumhurbaşkanımız Erdoğan, Elazığ Mitingi'nde konuştu",3113,2019-03-09,,[],09.03.2019,live_stream,,Videos1
video_46.mp4,https://www.youtube.com/watch?v=0vaBaicX1OA,"Cumhurbaşkanımız Erdoğan, Şanlıurfa Mitingi'nde konuştu",2376,2019-03-08,,[],08.03.2019,live_stream,,Videos1
video_47.mp4,https://www.youtube.com/watch?v=xc__U1C8QMQ,"Cumhurbaşkanımız Erdoğan, Siirt Mitingi'nde konuştu",2381,2019-03-07,,[],07.03.2019,live_stream,,Videos1
video_48.mp4,https://www.youtube.com/watch?v=0AJYjWjxH-k,"Cumhurbaşkanımız Erdoğan, Mardin Mitingi'nde konuştu",1784,2019-03-07,,[],07.03.2019,live_stream,,Videos1
video_49.mp4,https://www.youtube.com/watch?v=bBDKNgjkzHw,"Cumhurbaşkanımız Erdoğan, Malatya Mitingi'nde konuştu",2756,2019-03-06,,"['Adalet ve kalkınma partisi', 'akp', 'ak parti', 'ak party', 'reklam', '31 mart 2019', 'çevre', 'seçim', 'seçim kampanyası', 'recep tayyip Erdoğan', 'çevreye duyarlı kampanya', 'çevreci kampanya']",,,,Videos1
video_50.mp4,https://www.youtube.com/watch?v=PJ_A8KLTkoo,"Cumhurbaşkanımız Erdoğan, Esenyurt Mitingi'nde konuştu",2193,2019-03-05,,[],05.03.2019,live_stream,,Videos1
video_51.mp4,https://www.youtube.com/watch?v=juni_H3UHsY,"Cumhurbaşkanımız Erdoğan, Eyüpsultan Mitingi'nde konuştu",2553,2019-03-05,,[],05.03.2019,live_stream,,Videos1
video_52.mp4,https://www.youtube.com/watch?v=Y8zRpOhDeYY,"Cumhurbaşkanımız Erdoğan, Sancaktepe Mitingi'nde konuştu",1940,2019-03-05,,[],05.03.2019,live_stream,,Videos1
video_53.mp4,https://www.youtube.com/watch?v=g1MQ1AiuaUI,"Cumhurbaşkanımız Erdoğan, Bartın Mitingi'nde konuşuyor...",2759,2019-03-04,,[],04.03.2019,live_stream,,Videos1
video_54.mp4,https://www.youtube.com/watch?v=5qPJh4OGh4M,"Cumhurbaşkanımız Erdoğan, Zonguldak Mitingi'nde konuştu",2408,2019-03-04,,[],04.03.2019,live_stream,,Videos1
video_55.mp4,https://www.youtube.com/watch?v=tZNJAGvoDOw,"Cumhurbaşkanımız Erdoğan, Samsun Mitingi'nde konuştu",3046,2019-03-03,,[],03.03.2019,live_stream,,Videos1
video_56.mp4,https://www.youtube.com/watch?v=uMPyOazJut0,"Cumhurbaşkanımız Erdoğan, Ordu Mitingi'nde konuştu",2787,2019-03-03,,[],03.03.2019,live_stream,,Videos1
video_57.mp4,https://www.youtube.com/watch?v=4NrQNizJCS8,"Cumhurbaşkanımız Erdoğan, Trabzon Mitingi'nde konuştu",3460,2019-03-02,,[],26.08.2019,tccb_videos,,Videos1
video_58.mp4,https://www.youtube.com/watch?v=kyXe3WjDAa8,"Cumhurbaşkanımız Erdoğan, Rize Mitingi'nde konuştu",2449,2019-03-02,,[],02.03.2019,live_stream,,Videos1
video_59.mp4,https://www.youtube.com/watch?v=HTstirYbxrI,"Cumhurbaşkanımız Erdoğan, Erzurum Mitingi'nde konuştu",2362,2019-02-28,,[],28.02.2019,live_stream,,Videos1
video_60.mp4,https://www.youtube.com/watch?v=NsE_Zo30TzU,"Cumhurbaşkanımız Erdoğan, Erzincan Mitingi'nde konuştu",1680,2019-02-26,,[],26.02.2019,live_stream,,Videos1
video_61.mp4,https://www.youtube.com/watch?v=sD6LRKSYOv8,"Cumhurbaşkanımız Erdoğan, Giresun Mitingi'nde konuştu",3007,2019-02-26,,[],26.02.2019,live_stream,transcription_61.txt,Videos1
video_62.mp4,https://www.youtube.com/watch?v=F0wb-cUVE44,"Cumhurbaşkanımız Erdoğan, Tokat Mitingi'nde konuştu",2386,2019-02-25,,[],25.02.2019,live_stream,,Videos1
video_63.mp4,https://www.youtube.com/watch?v=5QkmvB4oFmY,"Cumhurbaşkanımız Erdoğan, Yozgat Mitingi'nde konuştu",2310,2019-02-25,,[],25.02.2019,live_stream,,Videos1
video_64.mp4,https://www.youtube.com/watch?v=0ftVKDc-9Wg,"Cumhurbaşkanımız Erdoğan, Hatay Mitingi'nde konuştu",2560,2019-02-24,,[],24.02.2019,live_stream,,Videos1
video_65.mp4,https://www.youtube.com/watch?v=oJ2HnMKbSBU,"Cumhurbaşkanımız Erdoğan, Kayseri Mitingi'nde konuştu",2194,2019-02-24,,[],24.02.2019,live_stream,transcription_65.txt,Videos1
video_66.mp4,https://www.youtube.com/watch?v=nIwJ1BcztMQ,"Cumhurbaşkanımız Erdoğan, Kahramanmaraş Mitingi'nde konuştu",2402,2019-02-23,,[],23.02.2019,live_stream,,Videos1
video_67.mp4,https://www.youtube.com/watch?v=CLH3SvM-zn8,"Cumhurbaşkanımız Erdoğan, Fethiye Mitingi'nde konuştu",1530,2019-02-22,,[],22.02.2019,live_stream,,Videos1
video_68.mp4,https://www.youtube.com/watch?v=op7PavtkRnY,"Cumhurbaşkanımız Erdoğan, Muğla Mitingi'nde konuştu",2102,2019-02-22,,[],22.02.2019,live_stream,,Videos1
video_69.mp4,https://www.youtube.com/watch?v=xQgoPUaF9wM,"Cumhurbaşkanımız Erdoğan, Manisa Mitingi'nde konuştu",2450,2019-02-21,,[],21.02.2019,live_stream,,Videos1
video_70.mp4,https://www.youtube.com/watch?v=z2fHxkpFcYw,"Cumhurbaşkanımız Erdoğan, Denizli Mitingi'nde konuştu",2970,2019-02-21,,[],21.02.2019,live_stream,,Videos1
video_71.mp4,https://www.youtube.com/watch?v=aP-tONR9TnQ,"Cumhurbaşkanımız Erdoğan, Etimesgut Mitingi'nde konuştu",1372,2019-02-20,,[],20.02.2019,live_stream,,Videos1
video_72.mp4,https://www.youtube.com/watch?v=vVwsGpeLy4I,"Cumhurbaşkanımız Erdoğan, Birinci Yaşlılık Şurası'nda konuştu",1393,2019-02-20,,[],20.02.2019,live_stream,transcription_72.txt,Videos1
video_73.mp4,https://www.youtube.com/watch?v=a-L3xxtBS58,"Cumhurbaşkanımız Erdoğan, Isparta Mitingi'nde konuştu",2464,2019-02-18,,[],18.02.2019,live_stream,,Videos1
video_74.mp4,https://www.youtube.com/watch?v=nUAvMFohzB8,"Cumhurbaşkanımız Erdoğan, Burdur Mitingi'nde konuştu",1988,2019-02-18,,[],18.02.2019,live_stream,,Videos1
video_75.mp4,https://www.youtube.com/watch?v=hrvXjjq7acA,"Cumhurbaşkanımız Erdoğan, Balıkesir Mitingi'nde konuştu",2571,2019-02-17,,[],17.02.2019,live_stream,,Videos1
video_76.mp4,https://www.youtube.com/watch?v=gjsDrcxDsfA,"Cumhurbaşkanımız Erdoğan, Ataşehir Mitingi'nde konuştu",1984,2019-02-16,,[],16.02.2019,live_stream,,Videos1
video_77.mp4,https://www.youtube.com/watch?v=MisWt42RGgE,"Cumhurbaşkanımız Erdoğan, Edirne Mitingi'nde konuştu",2340,2019-02-16,,[],16.02.2019,live_stream,transcription_77.txt,Videos1
video_78.mp4,https://www.youtube.com/watch?v=GbqC-AJMbhI,"Cumhurbaşkanımız Erdoğan, Bursa  Mitigi'nde konuştu",4176,2019-02-15,,[],15.02.2019,live_stream,,Videos1
video_79.mp4,https://www.youtube.com/watch?v=iIR-9w7TDHI,"Cumhurbaşkanımız Erdoğan, Çorum Mitingi'nde konuştu",2259,2019-02-12,,[],12.02.2019,live_stream,,Videos1
video_80.mp4,https://www.youtube.com/watch?v=kSdyJClhMLU,"Cumhurbaşkanımız Erdoğan, Kastamonu Mitingi'nde konuştu",2272,2019-02-12,,[],12.02.2019,live_stream,,Videos1
video_81.mp4,https://www.youtube.com/watch?v=d--9SWuPMGo,"Cumhurbaşkanımız Erdoğan, Aydın Mitigi'nde konuştu",3915,2019-02-09,,[],22.10.2016,tccb_videos,,Videos1
video_82.mp4,https://www.youtube.com/watch?v=QQ0RFHk3uFY,"Cumhurbaşkanımız Erdoğan, Sivas Mitingi'nde konuştu",3390,2019-02-08,,[],08.02.2019,live_stream,,Videos1
video_83.mp4,https://www.youtube.com/watch?v=PBxoijetRZw,"Cumhurbaşkanımız Erdoğan,Eyüp İlçe Mitinginde konuştu",1497,2018-06-23,,[],23.06.2018,live_stream,,Videos1
video_84.mp4,https://www.youtube.com/watch?v=Vv2TrQvY5YM,"Cumhurbaşkanımız Erdoğan, Küçükçekmece  ilçe mitinginde konuştu",1810,2018-06-23,,[],28.08.2016,tccb_videos,,Videos1
video_85.mp4,https://www.youtube.com/watch?v=HGk6gvoF8uI,"Cumhurbaşkanı Erdoğan, Avcılar  ilçe mitinginde konuştu",1383,2018-06-23,,[],13.11.2016,tccb_videos,,Videos1
video_86.mp4,https://www.youtube.com/watch?v=SJzWxJwxkCg,"Cumhurbaşkanı Erdoğan, Beylikdüzü İlçe Mitinginde konuştu",839,2018-06-23,,[],23.06.2018,live_stream,,Videos1
video_87.mp4,https://www.youtube.com/watch?v=lQhvenzXL_E,"Cumhurbaşkanı Erdoğan, Esenyurt ilçe mitinginde konuştu",1388,2018-06-23,,[],23.06.2018,live_stream,,Videos1
video_88.mp4,https://www.youtube.com/watch?v=EB4UOgZElBs,"Cumhurbaşkanı Erdoğan, Beyoğlu ilçe mitinginde konuştu",1630,2018-06-23,,"['ak parti', 'adalet ve kalkınma partisi', 'seçim', 'recep tayyip erdoğan']",,,,Videos1
video_89.mp4,https://www.youtube.com/watch?v=SDZYKvay2fo,"Cumhurbaşkanı Erdoğan, Gaziosmanpaşa İlçe Mitinginde konuştu",1358,2018-06-23,,"['ak parti', 'adalet ve kalkınma partisi', 'seçim', 'recep tayyip erdoğan']",,,,Videos1
video_91.mp4,https://www.youtube.com/watch?v=lycwzRgSEfc,"Cumhurbaşkanı Erdoğan, Sarıyer ilçe  mitinginde konuştu",1801,2018-06-22,,[],22.06.2018,live_stream,,Videos1
video_92.mp4,https://www.youtube.com/watch?v=TAlmOPAAM9Q,"Cumhurbaşkanımız Erdoğan, Üsküdar Mitinginde konuştu",1232,2018-06-22,,[],22.06.2018,live_stream,,Videos1
video_93.mp4,https://www.youtube.com/watch?v=eEAK1R95tNM,"Cumhurbaşkanı Erdoğan, Ataşehir mitinginde konuştu",1437,2018-06-22,,[],22.06.2018,live_stream,,Videos1
video_94.mp4,https://www.youtube.com/watch?v=pZtQGeCipD8,"Cumhurbaşkanımız Erdoğan, Maltepe mitinginde konuştu",1703,2018-06-22,,[],22.06.2018,live_stream,,Videos1
video_95.mp4,https://www.youtube.com/watch?v=oyDu5-N6jbo,"Cumhurbaşkanı Erdoğan, Kartal Mitinginde konuştu",1094,2018-06-22,,[],22.06.2018,live_stream,,Videos1
video_96.mp4,https://www.youtube.com/watch?v=m_s2cBwHwwg,"Cumhurbaşkanımız Erdoğan, Kahramanmaraş mitinginde konuştu #VakitKahramanmaraşVakti",3585,2018-06-21,,[],21.06.2018,live_stream,,Videos1
video_99.mp4,https://www.youtube.com/watch?v=1aIbpXa261I,"Cumhurbaşkanımız Erdoğan, Mardin Mitinginde konuştu",2258,2018-06-20,,[],16.04.2019,tccb_videos,,Videos1
video_100.mp4,https://www.youtube.com/watch?v=oMP9Hf1nQzk,"Cumhurbaşkanımız Erdoğan, Şanlıurfa Mitinginde konuştu",2048,2018-06-20,,[],20.06.2018,live_stream,,Videos1
video_102.mp4,https://www.youtube.com/watch?v=xNaZ9PwPVO8,"Cumhurbaşkanı Erdoğan, Adana Mitinginde konuştu",1592,2018-06-19,,[],19.06.2018,live_stream,,Videos1
video_103.mp4,https://www.youtube.com/watch?v=Xn6kc7bxtGw,"Cumhurbaşkanı Erdoğan, Van Mitinginde konuştu",2244,2018-06-19,,[],19.06.2018,live_stream,,Videos1
video_105.mp4,https://www.youtube.com/watch?v=vtJAVhCBocM,"Cumhurbaşkanı Erdoğan, Ordu Mitinginde konuştu",1679,2018-06-18,,[],18.06.2018,live_stream,,Videos1
video_106.mp4,https://www.youtube.com/watch?v=BnzB07Vvtt0,"Cumhurbaşkanı Erdoğan, Samsun Mitinginde konuştu",2228,2018-06-18,,[],18.06.2018,live_stream,,Videos1
video_108.mp4,https://www.youtube.com/watch?v=64cEjZlDgZY,"Cumhurbaşkanı Erdoğan , İstanbul Mitinginde konuştu",4939,2018-06-17,,[],17.06.2018,live_stream,,Videos1
video_110.mp4,https://www.youtube.com/watch?v=zMswTCZsPAs,"Cumhurbaşkanı Erdoğan, Antalya Mitinginde konuştu",2618,2018-06-16 00:00:00,,[],16.06.2018,live_stream,,Videos1
video_113.mp4,https://www.youtube.com/watch?v=LyNnRjg-H8s,"Cumhurbaşkanı Erdoğan, Yalova Mitinginde konuştu",2460,2018-06-14 00:00:00,,[],14.06.2018,live_stream,,Videos1
video_115.mp4,https://www.youtube.com/watch?v=QrU6bMGKygE,"Cumhurbaşkanı Erdoğan, Rize Mitinginde konuştu",1402,2018-06-13 00:00:00,,[],13.06.2018,live_stream,,Videos1
video_117.mp4,https://www.youtube.com/watch?v=Kmq_adTIW1o,"Cumhurbaşkanı Erdoğan, Trabzon Mitinginde konuştu",1861,2018-06-13 00:00:00,,[],13.06.2018,live_stream,,Videos1
video_121.mp4,https://www.youtube.com/watch?v=lF6byd48kW0,"Cumhurbaşkanı Erdoğan, Eskişehir Mitinginde konuştu",2616,2018-06-12 00:00:00,,[],12.06.2018,live_stream,,Videos1
video_122.mp4,https://www.youtube.com/watch?v=6dCLyP4bai8,"Cumhurbaşkanımız Erdoğan, Bursa Mitinginde konuştu",2368,2018-06-11 00:00:00,,[],11.06.2018,live_stream,,Videos1
video_124.mp4,https://www.youtube.com/watch?v=-zgF8mf4D-I,"Cumhurbaşkanı Erdoğan, Niğde Mitinginde konuştu",2443,2018-06-11 00:00:00,,[],11.06.2018,live_stream,,Videos1
video_125.mp4,https://www.youtube.com/watch?v=RxBUYirvRtQ,"Cumhurbaşkanı Erdoğan, Kocaeli Mitinginde konuştu",2675,2018-06-10 00:00:00,,[],10.06.2018,live_stream,,Videos1
video_126.mp4,https://www.youtube.com/watch?v=JHpRVvdMePo,"Cumhurbaşkanımız Erdoğan, Denizli Mitinginde konuştu",2243,2018-06-10 00:00:00,,[],10.06.2018,live_stream,,Videos1
video_127.mp4,https://www.youtube.com/watch?v=Wd1ZdhTwvTo,"Cumhurbaşkanı Erdoğan, Ankara Mitinginde konuştu",2537,2018-06-09 00:00:00,,[],09.06.2018,live_stream,,Videos1
video_128.mp4,https://www.youtube.com/watch?v=RO8_d4Dxhvw,"Cumhurbaşkanı Erdoğan, Kayseri Mitinginde konuştu",2245,2018-06-08 00:00:00,,[],08.06.2018,live_stream,,Videos1
video_130.mp4,https://www.youtube.com/watch?v=5HGlZ7bStBs,"Cumhurbaşkanı Erdoğan, Nevşehir Mitinginde konuştu",2238,2018-06-08 00:00:00,,[],08.06.2018,live_stream,,Videos1
video_131.mp4,https://www.youtube.com/watch?v=0NZzYtBNTtY,"Cumhurbaşkanımız Erdoğan, Hatay Mitinginde konuştu #VakitHatayVakti",2461,2018-06-07 00:00:00,,[],07.06.2018,live_stream,,Videos1
video_133.mp4,https://www.youtube.com/watch?v=ELe4ghB3Apw,"Cumhurbaşkanımız Erdoğan, Mersin Mitinginde konuştu",2380,2018-06-07 00:00:00,,[],07.06.2018,live_stream,transcription_133.txt,Videos1
video_135.mp4,https://www.youtube.com/watch?v=BCskbPreNNE,"Cumhurbaşkanı Erdoğan, Muğla Mitinginde konuştu",2943,2018-06-06 00:00:00,,[],06.06.2018,live_stream,,Videos1
video_137.mp4,https://www.youtube.com/watch?v=mQeB239x_ZM,"Cumhurbaşkanı Erdoğan, Ereğli İlçe Mitinginde konuştu",998,2018-06-05 00:00:00,,[],26.11.2018,tccb_videos,,Videos1
video_138.mp4,https://www.youtube.com/watch?v=bzwigUJkFC8,"Cumhurbaşkanı Erdoğan, Zonguldak Mitinginde konuştu",2129,2018-06-05 00:00:00,,[],05.06.2018,live_stream,,Videos1
video_140.mp4,https://www.youtube.com/watch?v=XsM_Xc0Kecs,"Cumhurbaşkanı Erdoğan, Sakarya Mitinginde konuştu",2097,2018-06-05 00:00:00,,[],05.06.2018,live_stream,,Videos1
video_142.mp4,https://www.youtube.com/watch?v=UH8sR7VmilU,"Cumhurbaşkanı Erdoğan, Diyarbakır Mitinginde konuştu",2318,2018-06-03 00:00:00,,[],03.06.2018,live_stream,,Videos1
video_145.mp4,https://www.youtube.com/watch?v=J3N3BI95f_E,"Cumhurbaşkanı Erdoğan, Aksaray Mitinginde konuştu",1920,2018-06-02 00:00:00,,[],02.06.2018,live_stream,,Videos1
video_147.mp4,https://www.youtube.com/watch?v=COMl-2S_n-4,"Cumhurbaşkanı Erdoğan, Konya Mitinginde konuştu",2574,2018-06-02 00:00:00,,[],02.06.2018,live_stream,,Videos1
video_150.mp4,https://www.youtube.com/watch?v=e9q5L2KzDGQ,"Cumhurbaşkanı Erdoğan, Adıyaman Mitinginde konuştu",2184,2018-06-01 00:00:00,,[],01.06.2018,live_stream,,Videos1
video_153.mp4,https://www.youtube.com/watch?v=M_IpOt81B_M,"Cumhurbaşkanı Erdoğan, Çorlu Mitinginde konuştu",2982,2018-05-29 00:00:00,,[],29.05.2018,live_stream,,Videos1
video_155.mp4,https://www.youtube.com/watch?v=ThbqapSFXNo,"Cumhurbaşkanı Erdoğan, İstanbul Aday Tanıtım Programı‘nda konuştu",2024,2018-05-29 00:00:00,,[],29.05.2018,live_stream,,Videos1
video_156.mp4,https://www.youtube.com/watch?v=JUZeNTQjuig,"Cumhurbaşkanı Erdoğan, Manisa Mitinginde konuştu… #VakitManisaVakti",2533,2018-05-28 00:00:00,,[],28.05.2018,live_stream,,Videos1
video_157.mp4,https://www.youtube.com/watch?v=NJqbA8N6Mqc,"Cumhurbaşkanımız Erdoğan, Balıkesir mitinginde konuştu… #VakitBalıkesirVakti",2407,2018-05-27 00:00:00,,[],27.05.2018,live_stream,,Videos1
video_159.mp4,https://www.youtube.com/watch?v=1RvuJ_RrApI,"Cumhurbaşkanı Erdoğan, Isparta mitinginde konuştu #VakitIspartaVakti",2767,2018-05-27 00:00:00,,[],27.05.2018,live_stream,,Videos1
video_161.mp4,https://www.youtube.com/watch?v=Sycv3ZkdCYc,"Cumhurbaşkanı Erdoğan, Erzurum Mitinginde konuştu #VakitErzurumVakti",3867,2018-05-26 00:00:00,,[],26.05.2018,live_stream,,Videos1
video_164.mp4,https://www.youtube.com/watch?v=5VVvkpV-JIo,"Cumhurbaşkanı Erdoğan, Kudüs’e Destek Mitingi’nde konuştu",2360,2018-05-18 00:00:00,,[],18.05.2018,live_stream,,Videos1
