video_filename,url,title,length_seconds,publish_date,description,keywords,date,date_src,transcription_filename
video_11.mp4,https://www.youtube.com/watch?v=EilsKHpWcm8,"Cumhurbaşkanı Erdoğan, Gaziantep'te sivil toplum kuruluşu temsilcileriyle bir araya geldi",1673,2015-03-10,"Gaziantep Büyükşehir Belediyesi’nin düzenlediği yemekte sivil toplum kuruluşu temsilcileriyle bir araya gelen Cumhurbaşkanı Erdoğan, “Milletimizin yıllar sonra kavuştuğu istikrar, refah ve huzuru kimsenin bozmasına müsaade etmedik. Türkiye büyüdükçe, ekonomi ve demokraside standartlarını yükselttikçe, aradığı istikrara ve refah ortamına kavuştukça birileri sokakları karıştırmaktan medet umuyor; buna lütfen dikkat edin” dedi.


http://www.tccb.gov.tr/haberler/170/92482/turkiyeyi-yonetilemez-kilmak-istikrar-guven-ve-huzuru-bozmak-icin-cabalayanlar-karsisinda-hep-dimdik.html",['Cumhurbaşkanı Erdoğan'],,,
video_12.mp4,https://www.youtube.com/watch?v=6NRd1KtbMpo,"“Çanakkale, İmanın, İnancın ve Bin Yıllık Medeniyet Değerlerimizin Ete Kemiğe Büründüğü Yerdir”",359,2015-03-15,"14 Mart Tıp Bayramı dolayısıyla Sağlık Bakanlığı tarafından düzenlenen ""Zaferin Ab-ı Hayat Neferleri"" törenine katılan Cumhurbaşkanı Erdoğan, “Çanakkale, çelik ve barutun, teknoloji ve kemiyetin; iman, azim ve keyfiyet karşısında diz çöküşünün sembolüdür. Tarihte eşine çok az rastlanan bu büyük destan, vatanın, milletin bekası için gözlerini kırpmadan canlarını feda etmeyi göze alan yüzbinlerce kahramanın eseridir” dedi.


http://www.tccb.gov.tr/haberler/170/92542/canakkale-imanin-inancin-ve-bin-yillik-medeniyet-degerlerimizin-ete-kemige-burundugu-yerdir.html","['Cumhurbaşkanı Erdoğan', '14 Mart Tıp Bayramı', 'Zaferin Ab-ı Hayat Neferleri']",,,
video_13.mp4,https://www.youtube.com/watch?v=7oVQwC-YtGA,"“Çanakkale, İnançla Teknolojinin Bir Savaşıydı; Bu Savaştan Galip Çıkan İnanç Oldu”",345,2015-03-15,"Çanakkale’de toplu açılış törenine katılarak bir konuşma yapan Cumhurbaşkanı Erdoğan, ""Çanakkale bizim sadece 81 vilayetimizden biri değil, Çanakkale aynı zamanda bu milletin 200 yıllık makus talihinin tersine döndüğü bir büyük zaferin de adıdır"" dedi.


http://www.tccb.gov.tr/haberler/170/92543/canakkale-inancla-teknolojinin-bir-savasiydi-bu-savastan-galip-cikan-inanc-oldu.html","['Cumhurbaşkanı Erdoğan', 'Çanakkale']",,,
video_14.mp4,https://www.youtube.com/watch?v=7pimyUsBH8M,“Bizim Davamız Birliğin Davasıdır”,1473,2015-03-15,"Romanlar Konfederasyonu tarafından düzenlenen “14 Mart Romanlar Günü Çanakkale Buluşması”nda, Roman vatandaşlara hitaben bir konuşma yapan Cumhurbaşkanı Erdoğan, “Bu topraklar yüzyıllar boyunca farklı kimlikleri, kültürleri, farklı inançları bir arada barış ve kardeşlik içinde yaşatma tecrübesine sahip. Biz, işte böyle bir medeniyetin bugünkü temsilcileriyiz. Sizler de bu medeniyetin ayrılmaz bir parçasısınız” dedi.



http://www.tccb.gov.tr/haberler/170/92545/bizim-davamiz-birligin-davasidir.html","['Cumhurbaşkanı Erdoğan', 'Romanlar Konfederasyonu', 'Romanlar Günü Çanakkale Buluşması']",,,
video_15.mp4,https://www.youtube.com/watch?v=J5hs9p8IlSU,"Cumhurbaşkanı Erdoğan, Lapseki’yi Ziyaret Etti",269,2015-03-15,"Çanakkale’nin Lapseki ilçesini ziyaret eden Cumhurbaşkanı Erdoğan, 24 Nisan’da Çanakkale’de uluslararası kutlamaların gerçekleştirileceğini ve şehre birçok yatırımın yapıldığını kaydederek, “Burada ciddi yatırımlar yaptık ve yapmaya da devam ediyoruz. Çünkü şehitlerimize layık olmak bizim için çok önemli” dedi.


http://www.tccb.gov.tr/haberler/170/92546/cumhurbaskani-erdogan-lapsekiyi-ziyaret-etti.html","['Cumhurbaşkanı Erdoğan', 'Lapseki']",,,
video_16.mp4,https://www.youtube.com/watch?v=3xXMXMX4nuE,“Geleceğin Türkiye’sine Mevcut Sistemle Ulaşamayız”,1697,2015-03-16,"Balıkesir Ekonomi Ödülleri 2015 Töreni ve STK temsilcileri ile kahvaltıya katılan Cumhurbaşkanı Erdoğan, “Yeni bir silkinişle Türkiye; önümüzdeki dönemin parlayan yıldızı olacaktır. 2023 hedeflerimiz bunun altyapısını oluşturuyor. Bizim mağlup olmayı içine sindiremeyen bir karakterimiz, dünyayı içine sığdıracak kadar da geniş bir kalbimiz var. Bu kimliği açığa çıkardığımızda yeni Türkiye’yi kısa sürede inşa edebiliriz. Buna sadece bizim değil, tüm dünyadaki mazlumların ihtiyacı var” dedi.


http://www.tccb.gov.tr/haberler/170/92552/gelecegin-turkiyesine-mevcut-sistemle-ulasamayiz.html","['Cumhurbaşkanı Erdoğan', 'Balıkesir Ekonomi Ödülleri 2015']",,,
video_17.mp4,https://www.youtube.com/watch?v=CMwcQCmZHZY,"Cumhurbaşkanı Erdoğan ve eşi Emine Erdoğan, üzerinde isimleri bulunan iki çam fidanını bahçeye dikti",55,2015-03-16,"Vali Mustafa Yaman ve diğer ilgililer tarafından valilikte karşılanan Cumhurbaşkanı Erdoğan ve eşi Emine Erdoğan, üzerinde isimleri bulunan iki çam fidanını bahçeye dikti.


http://www.tccb.gov.tr/haberler/170/92553/cumhurbaskani-erdogan-balikesir-valiligini-ziyaret-etti.html","['Cumhurbaşkanı Erdoğan', 'Emine Erdoğan', 'Vali Mustafa Yaman', 'Balıkesir Valiliği']",,,
video_18.mp4,https://www.youtube.com/watch?v=3Tb9km86_y4,Valilik Ziyaretinde Öğrencilerden Cumhurbaşkanı Erdoğan'a Perküsyon Gösterisi,84,2015-03-16,"Valilik Ziyaretinde Öğrencilerden Cumhurbaşkanı Erdoğan'a Perküsyon Gösterisi


http://www.tccb.gov.tr/haberler/170/92553/cumhurbaskani-erdogan-balikesir-valiligini-ziyaret-etti.html","['Cumhurbaşkanı Erdoğan', 'Perküsyon Gösterisi']",,,
video_19.mp4,https://www.youtube.com/watch?v=6tdV_-4iGC4,"Valiliğe giderken Cumhurbaşkanı Erdoğan, kendisi için yapılan halk oyunu gösterisini de izledi",51,2015-03-16,"Ekonomi Ödülleri 2015 Töreni’nin ardından valiliğe giderken, yolda vatandaşları selamlayan Cumhurbaşkanı Erdoğan, gar önünde bir süre kendisi için yapılan halk oyunu gösterisini izledi.


http://www.tccb.gov.tr/haberler/170/92553/cumhurbaskani-erdogan-balikesir-valiligini-ziyaret-etti.html","['Cumhurbaşkanı Erdoğan', 'Ekonomi Ödülleri 2015', 'halk oyunu gösterisi']",,,
video_20.mp4,https://www.youtube.com/watch?v=honYsQdmhvU,"Cumhurbaşkanı Recep Tayyip Erdoğan, Balıkesir’de toplu açılış törenine katıldı",973,2015-03-16,"Balıkesir’de toplu açılış törenine katılan Cumhurbaşkanı Erdoğan, dünyada büyük dönüşümlerin ve savrulmaların yaşandığını belirterek, “Bu savrulmaların içine istikametimizi şaşırırsak kaybeden sadece biz olmayız. Türkiye, hiçbir zaman sadece 780 bin kilometrekare vatan toprağından ibaret bir yer olmadı. Balkanlar’dan çekilmiş, Kafkasya’dan uzaklaşmış olabiliriz, Orta Doğu ile aramıza sınırlar girmiş olabilir, ama tüm bu coğrafyalardaki kardeşlerimizle gönül ve akrabalık bağımız sürüyor” dedi.


http://www.tccb.gov.tr/haberler/170/92554/bolgemizde-ve-dunyada-yasanan-donusumun-sancilarini-cekenler-turkiyeyi-takip-ediyor-ve-rehber-olarak.html","['Cumhurbaşkanı Recep Tayyip Erdoğan', 'Balıkesir', 'toplu açılış töreni']",,,
video_21.mp4,https://www.youtube.com/watch?v=k2X40a6sKhs,"“Azerbaycan ile Sözde Değil, Özde Kardeş İki Milletiz”",574,2015-03-18,"Kars Haydar Aliyev Mesleki ve Teknik Anadolu Lisesi Toplu Açılış Töreni’ne katılarak bir konuşma yapan Cumhurbaşkanı Erdoğan, “Azerbaycan bizim için sadece devletlerden bir devlet, Azerbaycanlı kardeşlerimiz de milletlerden bir millet değildir. Bizim için İzmir, İstanbul, Ankara, Antalya neyse Bakü de odur” dedi.


http://www.tccb.gov.tr/haberler/170/92579/azerbaycan-ile-sozde-degil-ozde-kardes-iki-milletiz.html","['Cumhurbaşkanı Erdoğan', 'Kars Haydar Aliyev Mesleki ve Teknik Anadolu Lisesi', 'Azerbaycan']",,,
video_22.mp4,https://www.youtube.com/watch?v=TqdFb0OGbT4,"“TANAP; Barış, Huzur ve Refah ile Birlikte Zikredilecek Bir Projedir”",728,2015-03-18,"Azerbaycan Cumhurbaşkanı Aliyev ve Gürcistan Cumhurbaşkanı Margvelaşvili ile birlikte Kars’ta gerçekleştirilen TANAP temel atma törenine katılan Cumhurbaşkanı Erdoğan, bu projeyle doğal kaynakların kullanımı konusunda yeni bir yaklaşımı tüm dünyaya gösterebileceklerini belirtti. Cumhurbaşkanı Erdoğan, “Temelini attığımız TANAP, 1900 kilometre uzunluğu ve 10 milyar dolar maliyetiyle, bu misyonu ziyadesiyle hak eden bir projedir” dedi.


http://www.tccb.gov.tr/haberler/170/92581/tanap-baris-huzur-ve-refah-ile-birlikte-zikredilecek-bir-projedir.html","['Cumhurbaşkanı Erdoğan', 'Azerbaycan Cumhurbaşkanı Aliyev', 'Gürcistan Cumhurbaşkanı Margvelaşvili', 'TANAP', 'Trans Anadolu Doğal Gaz Boru Hattı']",,,
video_23.mp4,https://www.youtube.com/watch?v=b509m0nH44s,"“Siyasette Yarış; Hizmetle, Projeyle ve Vizyonla Olur”",3100,2015-03-23,"Denizli’de katıldığı toplu açılış töreninde bir konuşma yapan Cumhurbaşkanı Erdoğan, ‘Başkanlık Sistemi’ ve ‘Yeni Anayasa’nın önemine işaret ederek, “7 Haziran seçimlerinin gündemi yeni Türkiye olmalıdır. Yeni Türkiye'nin inşası için de yeni anayasaya ve başkanlık sistemine ihtiyacımız var. Anayasa konusu benim çok uzun zamandır üzerinde durduğum, hayata geçirmek için teşebbüslerde bulunduğum bir meseledir"" dedi. 


http://www.tccb.gov.tr/haberler/170/92639/siyasette-yaris-hizmetle-projeyle-ve-vizyonla-olur.html","['Cumhurbaşkanı Erdoğan', 'Denizli']",,,
video_24.mp4,https://www.youtube.com/watch?v=5Z60lT3YTCY,"Cumhurbaşkanı Erdoğan, Diyarbakır'da Halka konuştu |02.05.2015",1927,2015-05-04,"Cumhurbaşkanı Recep Tayyip Erdoğan, Diyarbakır’da toplu açılış törenine katıldı ve halka hitaben bir konuşma yaptı.","['Cumhurbaşkanı Recep Tayyip Erdoğan', 'Diyarbakır', 'toplu açılış töreni', 'cumhurbaşkanlığı', 'Recep Tayyip Erdoğan (Politician)', 'President Of Turkey (Government Office Or Title)']",02.05.2015,title,
video_25.mp4,https://www.youtube.com/watch?v=TqJzQjpZgJs,Cumhurbaşkanı Erdoğan Batman’da | 02.05.2015,2665,2015-05-04,"Cumhurbaşkanı Recep Tayyip Erdoğan, Batman’da gerçekleştirilen toplu açılış törenine katıldı ve halka hitaben bir konuşma yaptı.","['Cumhurbaşkanı Recep Tayyip Erdoğan', 'Batman', 'cumhurbaşkanlığı']",02.05.2015,title,
video_26.mp4,https://www.youtube.com/watch?v=c1GDYEzdiW8,TC CUMHURBAKANLIĞI Cumhurbakan Erdoğan Tekirda'da | 05.05.15,61,2015-05-06,"Cumhurbaşkanı Recep Tayyip Erdoğan, çeşitli temaslar gerçekleştirmek ve toplu açılış törenine katılmak üzere Tekirdağ’da bulunuyor.","['Cumhurbaşkanı Recep Tayyip Erdoğan', 'Tekirdağ', 'TC CUMHURBAKANLIĞI']",,,
video_27.mp4,https://www.youtube.com/watch?v=N7ZZR2jPJgs,TC CUMHURBAKANLIĞI  Yeni Trkiyenin Karsna Dikilen Tm Engelleri Hep Birlikte Aacaz|05.05.15,2747,2015-05-06,"Tekirdağ’da gerçekleştirilen toplu açılış töreninde konuşan Cumhurbaşkanı Erdoğan, milletin irfanına her zaman güvendiklerini vurgulayarak, “Geçen 12 yılda tüm badireleri aşmasını bildik. 7 Haziran seçimlerinde de bu milletin ferasetini gösterip tercihini yeni Türkiye’den yana yapacağına inanıyorum” dedi.","['TC CUMHURBAKANLIĞI', 'Tekirdağ']",,,
video_28.mp4,https://www.youtube.com/watch?v=mkTZs5cgvns,"Cumhurbaşkanı Recep Tayyip Erdoğan, Mardin’de ilk olarak toplu açılış törenine katıldı |04.05.2015",2598,2015-05-06,"Mardin’de toplu açılış töreninde bir konuşma yapan Cumhurbaşkanı Erdoğan, Türkiye’de eski uygulamaların geride bırakıldığını belirterek, “Eski Türkiye'nin alışkanlıklarını değiştirmek hiç kolay olmadı. Milletimizin kesintisiz şekilde süren desteğiyle tüm meseleleri birer birer çözüm yoluna koyduk"" dedi.","['Cumhurbaşkanı Erdoğan', 'Cumhurbaşkanı Recep Tayyip Erdoğan', 'Mardin', 'toplu açılış törenin']",04.05.2015,title,
video_29.mp4,https://www.youtube.com/watch?v=54Lhmxjv1_o,"Cumhurbaşkanı Erdoğan, Siirt’te gerçekleştirilen toplu açılış törenine katıldı| 04.05.2015",2194,2015-05-06,"Cumhurbaşkanı Recep Tayyip Erdoğan, Siirt’te gerçekleştirilen toplu açılış törenine katıldı ve halka hitaben bir konuşma yaptı.","['Cumhurbaşkanı Recep Tayyip Erdoğan', 'Recep Tayyip Erdoğan (Politician)', 'Siirt', 'toplu açılış töreni']",04.05.2015,title,
video_30.mp4,https://www.youtube.com/watch?v=uEOJifOCE70,Siirt’te TÜRGEV Emine Erdoğan Kız Öğrenci Yurdu’nun açılış töreni| 04.05.2015,333,2015-05-06,"Cumhurbaşkanı Recep Tayyip Erdoğan, Siirt’te TÜRGEV Emine Erdoğan Kız Öğrenci Yurdu’nun açılış törenine katıldı.","['TÜRGEV', 'Emine Erdoğan', 'Cumhurbaşkanı Recep Tayyip Erdoğan']",04.05.2015,title,
video_31.mp4,https://www.youtube.com/watch?v=OgSCoQOWKIg,"Cumhurbaşkanı Erdoğan, İngiliz Anıtı'ndaki Törene Katıldı |24.04.2015",256,2015-05-08,"Cumhurbaşkanı Recep Tayyip Erdoğan, Çanakkale Kara Savaşları'nın 100. yıl dönümü dolayısıyla Birleşik Krallık Galler Prensi Charles ile İngiliz Milletler Topluluğu Anıtı'nda düzenlenen törene katıldı.",[],24.04.2015,title,
video_32.mp4,https://www.youtube.com/watch?v=TdiPBninHiA,KONUK DEVLET BAŞKANLARI ONURUNA AKŞAM YEMEĞİ | 24.05.15,26,2015-05-08,"Akşam da Cumhurbaşkanı Erdoğan, Çanakkale Kara Savaşları'nın 100. yıl dönümü anma törenlerine katılan konuk heyet başkanları onuruna Savarona Yatı’nda akşam yemeği verdi.","[""Çanakkale Kara Savaşları'"", 'Cumhurbaşkanı Erdoğan']",,,
video_33.mp4,https://www.youtube.com/watch?v=FdOQ2chSbYg,Çanakkale Kara Savaşları'nın 100. Yıl Dönümü | 24.04.15,1025,2015-05-08,"Çanakkale Kara Savaşları'nın 100'üncü yıl dönümü dolayısıyla Şehitler Abidesi'nde düzenlenen anma töreninde konuşan Cumhurbaşkanı Erdoğan, “Ortak acıları, yeni düşmanlıklar üretme değil; dostluğun, sevginin, barışın aracı haline dönüştürme konusunda Çanakkale’nin tüm dünyaya, tüm toplumlara örnek olmasını temenni ediyorum” dedi.","['Cumhurbaşkanı Erdoğan', 'Çanakkale Kara Savaşları', 'Çanakkale (City/Town/Village)']",,,
video_34.mp4,https://www.youtube.com/watch?v=fSQ85mxaTZo,"Cumhurbaşkanı Erdoğan, İzmir’de  açılış törenine katıldı ve bir konuşma yaptı.|09.05.15",2598,2015-05-11,"Cumhurbaşkanı Recep Tayyip Erdoğan, İzmir’de toplu açılış törenine katıldı ve halka hitaben bir konuşma yaptı.","['Cumhurbaşkanı Recep Tayyip Erdoğan', 'Recep Tayyip Erdoğan', 'İzmir']",,,
video_35.mp4,https://www.youtube.com/watch?v=tNRrDyMiluk,"Bizimle ve Ermeni Kardeşlerimizle Sorunu Olan Diasporadır, Ermenistan Devleti’dir | 18.04.15",525,2015-05-14,"Kocaeli’de yapımı tamamlanan tesis ve projelerin toplu açılış töreninde konuşan Cumhurbaşkanı Erdoğan, Avrupa Parlamentosu’nun sözde Ermeni soykırımını tanıyan kararını hatırlatarak, “Daha Papa yaptığı yanlışı düzeltmeden bu defa Avrupa Parlamentosu benzer bir hezeyanı sergiledi. Avrupa ülkelerinin bir kısmında da benzer hezeyanlara eskiden beri şahit oluyoruz” dedi.","['Kocaeli', 'Cumhurbaşkanı Erdoğan']",,,
video_36.mp4,https://www.youtube.com/watch?v=k0fkuZCBsy8,"Cumhurbaşkanı  Erdoğan, Van’da toplu açılış törenine katıldı. | 14.05.15",3657,2015-05-15,"Cumhurbaşkanı Recep Tayyip Erdoğan, çeşitli temaslar için bulunduğu Van’da toplu açılış törenine katıldı ve halka hitaben bir konuşma yaptı.","['Recep Tayyip Erdoğan', 'Cumhurbaşkanı Erdoğan', 'Van']",,,
video_37.mp4,https://www.youtube.com/watch?v=LViPcQzASQA,Kendi Medeniyetinden Kopuk Olanlar Yeni Türkiye’yi Anlayamaz|11.04.15,1217,2015-05-15,"Cumhurbaşkanı Recep Tayyip Erdoğan, eşi Emine Erdoğan ile birlikte Sakarya’da toplu açılış törenine katıldı.","['Cumhurbaşkanı Recep Tayyip Erdoğan', 'Emine Erdoğan', 'Sakarya']",,,
video_38.mp4,https://www.youtube.com/watch?v=15KFj4DnktA,Cumhurbaşkanı’nın Doğrudan Milletin Oylarıyla Seçildiği Gün Vesayet Bitti 15.05.15,2217,2015-05-18,"Cumhurbaşkanı Recep Tayyip Erdoğan, Kırıkkale’de toplu açılış törenine katıldı.","['Cumhurbaşkanı Recep Tayyip Erdoğan', 'Kırıkkale']",,,
video_39.mp4,https://www.youtube.com/watch?v=5lb7uxY69XM,Milletimiz Bu Seçimde de Eski Türkiye’ye Dönüşe İzin Vermeyecek|15.05.15,2359,2015-05-18,"Cumhurbaşkanı Recep Tayyip Erdoğan, çeşitli temaslar için bulunduğu Erzincan’da toplu açılış törenine katıldı.","['Cumhurbaşkanı Recep Tayyip Erdoğan', 'Recep Tayyip Erdoğan', 'Erzincan', 'Cumhurbaşkanı']",,,
video_40.mp4,https://www.youtube.com/watch?v=rxyJa9qdfAY,"İstanbul Öyle Bir Şehirdir ki; Dünyanın Neresinden Gelirseniz Gelin, Sizi Kendinden Yapar|17.05.15",1297,2015-05-18,"Beyoğlu Belediyesi hizmet binasının açılış töreninde konuşan Cumhurbaşkanı Erdoğan, “Biz İstanbul'a meftunuz, İstanbul'a aşığız. İstanbul'a olan aşkımızı, bağlılığımızı sadece sözde bırakmadık, hizmetle gösterdik, eserle gösterdik, göstermeye de devam ediyoruz” dedi.","['Cumhurbaşkanı Erdoğan', 'Beyoğlu Belediyes', 'Istanbul (City/Town/Village)']",,,
